del_rxnID_KO	mta_score	alt_score	subSystem	GPR	MetabolicUnits	Localization	RxnFormula
34DHPLACOX	4.26695720016452	9.07107113670298	Tyrosine metabolism	218.1 or 222.1 or 220.1 or 221.1	NA	[c]	
34DHPLACOX_NADP_	3.95887929792184	8.45983083241531	Tyrosine metabolism	222.1 or 221.1 or 218.1	NA	[c]	
34DHXMANDACOX_NADP_	161.107735095475	8.64500044375679	Tyrosine metabolism	221.1 or 222.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]	
34HPLFM	144.051775201868	10.3677191173762	Ubiquinone synthesis		NA	[m]	
3AIBTm	132.698653920158	10.1221155415445	Valine, leucine, and isoleucine metabolism	18.1 or 18.2	3-aminoisobutyrate transaminase, mitochondria	[m]	
3AIBtmi	132.698653920158	10.1221155415445	Transport, mitochondrial	18.1 or 18.2	NA	intercompartmental	
3DSPHR	57.4759698741694	9.08918182991192	Sphingolipid metabolism	2531.1	new to recon	[c]	
3HBCDm	120.062890609738	9.67459346556623	Butanoate metabolism	55268.1	lysine metabolism	[m]	
3HBCOAHLm	155.227300975629	8.64467011709252	Valine, leucine, and isoleucine metabolism		valine metabolism	[m]	
3M4HDXPAC	159.94899074258	8.58275979867818	Tyrosine metabolism	218.1 or 221.1 or 222.1 or 220.1	NA	[c]	
3MLDAt	182.413076963107	9.78939283629058	Transport, extracellular		histidine metabolism, cytosol	intercompartmental	
3MOBt2im	50.9589407424944	9.17020051887747	Transport, mitochondrial		NA	intercompartmental	
3MOX4HOXPGALDOX_NADP_	161.107735096817	8.6450004437566	Tyrosine metabolism	222.1 or 220.1 or 221.1 or 218.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]	
3MOXTYROX	159.94899074258	8.58275979867818	Tyrosine metabolism	4128.1 or 4129.1	NA	[c]	
3SALAASPm	56.8378330984162	9.02365066146507	Transport, mitochondrial	10165.1 or 8604.1	NA	intercompartmental	
3SALATAi	169.628536592707	9.10175959062741	Methionine and cysteine metabolism	2805.1	cysteine metabolism	[c]	
3SALATAim	188.426236132349	10.1123828945913	Methionine and cysteine metabolism	2806.1	NA	[m]	
3SPYRSP	169.628536592707	9.10175959062741	Methionine and cysteine metabolism		cysteine metabolism	[c]	
3SPYRSPm	188.426236132349	10.1123828945913	Methionine and cysteine metabolism		NA	[m]	
41R1H2MAE12BOOX	161.107735096497	8.64500044375658	Tyrosine metabolism	4128.1 or 4129.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]	
41R2A1H12BOOX	161.107735095327	8.64500044375664	Tyrosine metabolism	4128.1 or 4129.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]	
42A12BOOX	161.107735096523	8.6450004437566	Tyrosine metabolism	4129.1 or 8639.1 or 26.1 or 314.2 or 314.1 or 4128.1	NA	[c]	
4ABUTtm	6.23967018749394	9.48055654414138	Transport, mitochondrial		NA	intercompartmental	
4HGLSDm	5.75073387906496	9.82689980714158	Arginine and proline metabolism	8659.1 or 8659.2	NA	[m]	
4HOXPACDOX_NADP_	17.3989697332325	9.00944122627386	Tyrosine metabolism	222.1 or 220.1 or 221.1 or 218.1	NA	[c]	
4MOPt2im	34.5008854395913	9.67971057563848	Transport, mitochondrial		NA	intercompartmental	
5ADTSTSTERONESte	161.107735096497	8.64500044375658	Transport, extracellular		NA	intercompartmental	
5ADTSTSTERONEte	161.107735096497	8.64500044375658	Transport, extracellular		NA	intercompartmental	
5AOPtm	39.353570454777	9.51074164718724	Heme synthesis		NA	intercompartmental	
5HOXINOXDA	161.107735096822	8.64500044375658	Tryptophan metabolism	4128.1 or 4129.1	tryptophan degradation, cytosol/ tryptophan decarboxylase	[c]	
5MTHFt	7.75994278061396	7.1209610215512	Transport, extracellular	2348.5 or 2348.3 or 2348.1 or 2348.6 or 2352.1 or 2348.4 or 2348.2	NA	intercompartmental	
5MTHFt2	5.64589324254364	5.73053414802599	Transport, extracellular	6573.1 or 6573.2	NA	intercompartmental	
6DHFtm	145.150800514363	8.88556385863455	Transport, mitochondrial		NA	intercompartmental	
6THFtm	139.133976367762	9.40606940221747	Transport, mitochondrial		NA	intercompartmental	
7DHCHSTEROLtr	93.4229056772213	9.00817279038118	Transport, endoplasmic reticular		NA	intercompartmental	
7DHFtl	145.150800514363	8.88556385863455	Transport, lysosomal		NA	intercompartmental	
7THFtl	150.113272150551	9.59601321925475	Transport, lysosomal		NA	intercompartmental	
A_MANASEly	161.107735096838	8.64500044375658	N-glycan degradation	4125.1	NA	[l]	
A4GALTg	159.948990743825	8.5827597986782	Sphingolipid metabolism	53947.1	NA	[g]	
AATAi	4.32699611807522	8.47867225478667	Lysine metabolism	51166.1 or 51166.2	NA	[c]	
ABTArm	6.23967018749394	9.48055654414138	Glutamate metabolism	18.1 or 18.2	GABA aminotransferase	[m]	
ABTD	161.107735096497	8.64500044375658	Pentose phosphate pathway		NA	[c]	
ABUTt2rL	178.851604329717	9.59809235342923	Transport, lysosomal	206358.1	NA	intercompartmental	
ABUTt4_2_r	2.29539020890825	8.66314660669724	Transport, extracellular	6529.1 or 6538.1 or 6540.1 or 6539.1	NA	intercompartmental	
ACACT10m	166.325850948416	9.59754027561637	Valine, leucine, and isoleucine metabolism	38.1 or 3032.1 or 10449.1	isoleucine metabolism	[m]	
ACACT1rm	8.541986290127	9.37288088193032	Tryptophan metabolism	(3030.1 and 3032.1) or 38.1	NA	[m]	
ACACT1x	105.735381330741	5.67844312618247	Cholesterol metabolism	39.1	NA	[x]	
ACACt2m	142.452850631359	9.10325781682277	Transport, mitochondrial	6566.1	NA	intercompartmental	
ACACT4p	183.300353770515	9.83944585710415	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACT5p	180.091772869396	9.66470660687501	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACT6p	182.595856131958	9.79921061316883	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACT7p	182.595856131958	9.79921061316883	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACT8p	169.610713174376	9.10172831458742	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACT9p	161.107735094435	8.64500044375673	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACtx	15.0507514730912	5.80619187992336	Transport, peroxisomal		NA	intercompartmental	
ACCOACm	14.1476765866576	9.45653483022992	Fatty acid oxidation	32.1	fatty acid synthesis & elongation	[m]	
ACCOAtn	3.01532556748131	8.12073593203555	Transport, nuclear		NA	intercompartmental	
ACGALK	105.880649441987	5.6785398685203	Aminosugar metabolism		NA	[c]	
ACGALtly	180.256998704603	9.67358152608046	Transport, lysosomal		NA	intercompartmental	
ACGAMK	123.692928880204	6.63530635530415	Aminosugar metabolism	55577.1	NA	[c]	
ACGAMPM	188.339145505611	10.1077049198438	Aminosugar metabolism	5238.1	amino sugar metabolism	[c]	
ACGAMtly	3.12017007327256	9.19185366475326	Transport, lysosomal		NA	intercompartmental	
ACGPID	188.339145507045	10.1077049198438	Phosphatidylinositol phosphate metabolism	9487.1	NA	[c]	
ACHtn	3.01532556748131	8.12073593203555	Transport, nuclear		NA	intercompartmental	
ACITL	87.786662206032	5.36279044169072	Citric acid cycle	47.1 or 47.2	ATP-citrate lyase, cytosol	[c]	
ACNACNGAL14ACGLCGALGLUSIDEte	169.61071317533	9.10172831458745	Transport, extracellular		NA	intercompartmental	
ACNACNGALGBSIDEte	159.948990743825	8.5827597986782	Transport, extracellular		NA	intercompartmental	
ACNACNGALGBSIDEtg	159.948990743825	8.5827597986782	Transport, golgi apparatus		NA	intercompartmental	
ACNAMlt	188.339145507735	10.107704919844	Transport, lysosomal	26503.1	NA	intercompartmental	
ACNAMtn	149.203960775543	10.1018116323934	Transport, nuclear		NA	intercompartmental	
ACNMLr	178.851604328467	9.5980923534293	Aminosugar metabolism		NA	[c]	
ACOAD10m	131.295903894497	9.09977904646296	Valine, leucine, and isoleucine metabolism	36.1 or 34.1	isoleucine metabolism	[m]	
ACOAD1fm	177.662092616112	9.53582835016665	Butanoate metabolism	80724.1 or 36.1 or 35.1 or 34.1 or 84129.1 or 27034.1 or 28976.1	NA	[m]	
ACOAD8m	134.303184601114	7.36738876740606	Valine, leucine, and isoleucine metabolism	3712.1	leucine metabolism	[m]	
ACOAD9m	138.425124372081	8.43439823099287	Valine, leucine, and isoleucine metabolism	34.1 or 27034.1	valine metabolism	[m]	
ACOAO7p	182.595856131958	9.79921061316883	Fatty acid oxidation	51.1 or 51.2	betaoxidation	[x]	
ACONTm	6.62887312470348	8.42973470606795	Citric acid cycle	50.1 or 48.1	TCA cycle, mitochondria	[m]	
ACP1_FMN_	176.398229162447	9.47507546937896	Vitamin B2 metabolism	52.1 or 52.3 or 52.2 or 55.1 or 51205.1 or 54.1	vitamin b2 metabolism	[c]	
ACS2	177.197498098608	9.59738675929855	Propanoate metabolism	55902.1 or 65985.1 or 55902.2	fatty acid activation, cytosol	[c]	
ACt2m	35.500455218454	9.13835464492951	Transport, mitochondrial		NA	intercompartmental	
ACt2r	4.36126250020088	10.3341171736852	Transport, extracellular		NA	intercompartmental	
ACtg	177.692859977436	9.53585170835085	Transport, golgi apparatus		NA	intercompartmental	
ADK1m	8.21436228188275	9.32692746389016	Nucleotide interconversion	205.3 or 205.1 or 204.1 or 204.3 or 204.2 or 205.2	adenylate kinase	[m]	
ADK3	2.24983710730348	5.64456305007873	Nucleotide interconversion	26289.1 or 26289.2	purine synthesis, cytosol	[c]	
ADK3m	7.56832052534428	9.31143519760927	Nucleotide interconversion	50808.1	purine synthesis, cytosol	[m]	
ADKd	9.40518899735388	9.80887670855387	Nucleotide interconversion	26289.2 or 26289.1	purine synthesis, cytosol	[c]	
ADNCYC	173.887132364661	9.34618213018067	Nucleotide interconversion	112.1 or 55811.1 or 109.1 or 112.2 or 114.1 or 108.1 or 113.1 or 107.1 or 196883.1 or 115.1 or 111.1	purine synthesis, cytosol	[c]	
ADNtl	80.8922984319381	9.59717466861006	Transport, lysosomal	55315.1	NA	intercompartmental	
ADNtm	38.8809131390726	9.08591692731101	Transport, mitochondrial	2030.1	NA	intercompartmental	
ADPtx	3.9406548403622	8.81098216760386	Transport, peroxisomal		NA	intercompartmental	
ADRNCOAtx	169.610713175831	9.10172831458753	Transport, peroxisomal		NA	intercompartmental	
ADRNCPT1	149.751799029516	11.024916827941	Fatty acid oxidation	1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2	carnitine shuttle	[c]	
ADRNCPT2	123.635793175574	9.10013691802813	Fatty acid oxidation	1376.1	carnitine shuttle	[m]	
ADRNCRNt	13.5225596074602	6.21578031927286	Fatty acid oxidation	788.1 or 788.1	carnitine shuttle	intercompartmental	
ADRNt	21.1799812566006	9.17928483871163	Transport, extracellular		NA	intercompartmental	
ADSK	189.295759025752	10.35789146522	Nucleotide interconversion	9060.1 or 9061.1	NA	[c]	
ADSL1	6.70196607541393	9.08195871326647	Nucleotide interconversion	158.1 or 158.2	purine synthesis, cytosol	[c]	
ADSL2	63.0224023380804	9.533392524321	Purine synthesis	158.1 or 158.2	purine synthesis, cytosol	[c]	
AGTim	177.593676087293	10.1066368834594	Alanine and aspartate metabolism	64902.1 or 64850.1	NA	[m]	
AGTix	177.837744788244	9.5358570288959	Alanine and aspartate metabolism	189.1	NA	[x]	
AHCYStr	15.8040876611189	9.56548894741043	Transport, endoplasmic reticular		NA	intercompartmental	
AHEXASE2ly	161.107735096497	8.64500044375658	N-glycan degradation	3073.1 or 3074.1 or (3073.1 and 3074.1)	NA	[l]	
AHEXASEly	161.107735096497	8.64500044375658	N-glycan degradation	3073.1 or 3074.1 or (3073.1 and 3074.1)	NA	[l]	
AIRCr	63.0224023380804	9.533392524321	Purine synthesis	10606.1	purine synthesis, cytosol	[c]	
AKGDm	25.4074799717539	8.33403123356661	Citric acid cycle	( 4967.2 and 1738.1 and 8050.1 and 1743.1 ) or ( 4967.1 and 1738.1 and 8050.1 and 1743.1 )	TCA cycle, mitochondria	[m]	
AKGMALtm	3.39843628818303	9.24963682065244	Transport, mitochondrial	8402.1 or 1468.1	malate-aspartate shuttle	intercompartmental	
AKGt4_3	5.54501709147169	10.2199745705942	Transport, extracellular	64849.1 or 64849.2	NA	intercompartmental	
AKGtp	9.41096557825958	4.96168378337231	Transport, peroxisomal		NA	intercompartmental	
ALADGLNexR	4.49119150975601	9.16225800570296	Transport, extracellular	56301.1 and 6520.1	NA	intercompartmental	
ALADGLYexR	2.28919181287191	8.90617319455415	Transport, extracellular	56301.1 and 6520.1	NA	intercompartmental	
ALAGLNexR	3.78677741210075	9.04347050508448	Transport, extracellular	6520.1 and 56301.1	NA	intercompartmental	
ALAGLYexR	26.9769172427325	9.57849680017224	Transport, extracellular	56301.1 and 6520.1	NA	intercompartmental	
ALASm	3.19892563943649	9.61251921956907	Glycine, serine, alanine, and threonine metabolism	212.1 or 23464.1 or 211.2 or 211.1	heme synthesis	[m]	
ALAt4	159.881888448582	8.59420804840564	Transport, extracellular	54407.1 or 6542.1 or 11254.1 or 6541.1 or 81539.1 or 55089.1 or 84889.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1)	NA	intercompartmental	
ALATA_L	9.54018673732102	9.55156538799516	Glutamate metabolism	2875.1 or 84706.1	alanine transaminase, cytosol	[c]	
ALAtN1	8.35323331948445	8.03271107809197	Transport, extracellular	92745.1 or 10991.1	NA	intercompartmental	
ALCD21_D	6.1973201114148	7.89950942517672	Pyruvate metabolism	127.1 or 284273.2 or 125.1 or 128.1 or 131.1 or (125.1 and 124.1) or 124.1 or 130.1 or 137872.1 or (125.1 and 126.1) or (126.1 and 124.1) or 284273.1 or 126.1	NA	[c]	
ALCD21_L	172.009626068742	9.23058321311162	Pyruvate metabolism	130.1 or 125.1 or 125.1 and 124.1 or 128.1 or 126.1 or 284273.2 or 137872.1 or 127.1 or 124.1 or (126.1 and 124.1) or 284273.1 or (125.1 and 126.1) or 131.1	NA	[c]	
ALCD22_D	13.9584288766768	9.12071199533337	Pyruvate metabolism	126.1 or 137872.1 or (126.1 and 124.1) or 127.1 or 130.1 or 284273.1 or (125.1 and 124.1) or 128.1 or 124.1 or 125.1 or 284273.2 or 131.1 or (125.1 and 126.1)	NA	[c]	
ALDD20x	161.107735096497	8.64500044375658	Tryptophan metabolism	216.1 or 8854.2 or 501.1 or 8854.1 or 223.1 or 224.1 or 8854.3	NA	[c]	
ALDD20xm	161.107735096497	8.64500044375658	Tryptophan metabolism	219.1 or 8659.1 or 217.1 or 8659.2	NA	[m]	
ALDD21	1.63143472869456	8.5679043483863	Fatty acid oxidation	224.1	alpha oxidation	[c]	
ALDD2y	130.685059021333	8.58252630614934	Glycolysis/gluconeogenesis	223.1 or 221.1 or 218.1 or 8854.1 or 8854.3 or 222.1 or 8854.2 or 224.1 or 219.1	NA	[c]	
ALR2	172.009626068742	9.23058321311162	Pyruvate metabolism	10327.2 or 8574.1 or 10327.1 or 231.1	NA	[c]	
ALR3	172.009626068742	9.23058321311162	Pyruvate metabolism	10327.2 or 8574.1 or 10327.1 or 231.1	NA	[c]	
AMETr	15.8040876611214	9.56548894741045	Transport, endoplasmic reticular		NA	intercompartmental	
AMETt2m	15.3504496593339	10.8550078356041	Transport, mitochondrial	115286.3 or 115286.2 or 115286.1	NA	intercompartmental	
AMPDA	7.7337933723925	9.09164163655679	Nucleotide interconversion	271.2 or 270.1 or 271.1 or 272.1 or 271.3	purine synthesis, cytosol	[c]	
AMPTASECGe	161.107735096497	8.64500044375658	Glutathione metabolism	290.1	NA	[e]	
AMPtp	4.10451830637793	8.82663385547377	Transport, peroxisomal		NA	intercompartmental	
ANDRSTRNte	125.741337137969	9.01216905349356	Transport, extracellular		NA	intercompartmental	
ANDRSTRNtr	126.368985493584	9.59197850091436	Transport, endoplasmic reticular		NA	intercompartmental	
APAT2rm	98.3855819726012	5.29836533988379	Beta-Alanine metabolism	18.1 or 18.2	NA	[m]	
APOCF	169.445815841719	9.67307419042399	Biotin metabolism		NA	[c]	
APOCFm	172.655518865178	9.68772852526563	Biotin metabolism		NA	[m]	
APOC_LYS_BTNP	169.445815841719	9.67307419042399	Biotin metabolism		NA	[c]	
APOC_LYS_BTNPm	172.655518865178	9.68772852526563	Biotin metabolism		NA	[m]	
APRTO2	184.586992714771	9.83935466866835	Arginine and proline metabolism	4128.1 or 4129.1	NA	[c]	
AQCOBALt	161.107735096497	8.64500044375658	Transport, extracellular		NA	intercompartmental	
ARAB_Lt	161.107735096497	8.64500044375658	Transport, extracellular		NA	intercompartmental	
ARABR	161.107735096497	8.64500044375658	Pentose phosphate pathway	10327.2 or 8574.1 or 10327.1 or 231.1	NA	[c]	
ARACHCOAtx	169.785221097263	9.10639257823278	Transport, peroxisomal		NA	intercompartmental	
ARACHCPT1	120.366065316848	9.52645348843199	Fatty acid oxidation	1375.3 or 1374.1 or 1375.2 or 1375.4 or 1375.1 or 126129.1	carnitine shuttle	[c]	
ARACHCPT2	113.817126495163	9.00743330794144	Fatty acid oxidation	1376.1	carnitine shuttle	[m]	
ARACHCRNt	9.36107664706552	9.47509485072494	Fatty acid oxidation	788.1	carnitine shuttle	intercompartmental	
ARACHDCOAtx	172.748293310222	9.0171537805199	Transport, peroxisomal		NA	intercompartmental	
ARACHDt2	39.7323134066496	8.23913509274154	Transport, extracellular	10998.1	NA	intercompartmental	
ARACHDtr	17.2142740055188	8.94754500903505	Transport, endoplasmic reticular		NA	intercompartmental	
ARACHt	24.1496571567973	8.99655354073201	Transport, extracellular		NA	intercompartmental	
ARGtm	74.9579267828573	9.5581671264964	Transport, mitochondrial	83884.1 or 10166.1	NA	intercompartmental	
R_group_phosphotase_2	140.869211772641	9.53662223009307	Miscellaneous		fatty acid activation, cytosol	[c]	
R_group_phosphotase_3	148.259488594191	9.59651976305221	Miscellaneous		fatty acid activation, cytosol	[c]	
ARTPLM3m	148.259488594191	9.59651976305221	R group synthesis		NA	[m]	
ASAH1	72.028147504129	5.35789524070511	Sphingolipid metabolism	427.1 or 427.2	NA	[l]	
ASCBt	9.27110419862295	6.80541366047841	Transport, extracellular		NA	intercompartmental	
ASCBt4	14.4384665471122	9.73407058557552	Transport, extracellular	9962.2 or 9963.1 or 9962.1 or 9963.2	NA	intercompartmental	
ASNNm	176.603047995148	9.53594680554164	Alanine and aspartate metabolism	80150.1	NA	[m]	
ASNt4	38.5482370154367	9.50360201354176	Transport, extracellular	81539.1 or 11254.1 or 54407.1 or 55089.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1)	NA	intercompartmental	
ASNtm	176.603047995148	9.53594680554164	Transport, mitochondrial		NA	intercompartmental	
ASNtN1	55.0973072268465	5.79079229626218	Transport, extracellular	92745.1 or 10991.1	NA	intercompartmental	
ASPCTr	161.107735096497	8.64500044375658	Pyrimidine synthesis	790.1	pyrimidine synthesis/ de novo	[c]	
ASPDt6	14.029356100638	8.3041338115917	Transport, extracellular	6511.1 or 6505.1 or 6507.1 or 6506.1 or 6512.1	NA	intercompartmental	
ASPGLUm	79.8426202259724	10.108600744364	Transport, mitochondrial	8604.1 or 10165.1	malate-aspartate shuttle	intercompartmental	
ASPt6	15.0211453586265	9.48686462499379	Transport, extracellular	6511.1 or 6505.1 or 6507.1 or 6506.1 or 6512.1	NA	intercompartmental	
ASPTAm	20.9150526619659	9.01025598284485	Alanine and aspartate metabolism	2806.1	malate-aspartate shuttle	[m]	
ATP1ter	110.288830385346	9.45814749934827	Transport, endoplasmic reticular		NA	intercompartmental	
ATP2ter	15.6425753045515	10.6116636179318	Transport, endoplasmic reticular		NA	intercompartmental	
ATPH1e	149.576531506285	9.0239311589455	Nucleotide interconversion	954.1 or 954.2 or 953.1 or 956.1 or 955.1 or 957.1	purine catabolism, cytosol	[e]	
ATPH2e	161.107735096497	8.64500044375658	Nucleotide interconversion	954.2 or 954.1 or 953.1 or 956.1 or 955.1 or 957.1 or 377841.1	purine catabolism, cytosol	[e]	
ATPtm	1.44971842259241	5.61695507849002	Transport, mitochondrial	291.1 or 293.1 or 292.1	NA	intercompartmental	
ATPtn	0.399652357720974	3.00525359282087	Transport, nuclear		NA	intercompartmental	
ATPtx	41.79765466675	9.07857043496929	Transport, peroxisomal		NA	intercompartmental	
B_MANNASEly	161.107735096579	8.64500044375661	N-glycan degradation	4126.1	NA	[l]	
B3GALT3g	159.948990743825	8.5827597986782	Sphingolipid metabolism	8706.4 or 8706.1 or 8706.3 or 8706.2	NA	[g]	
B3GALT5g	159.948990743825	8.5827597986782	Sphingolipid metabolism	10317.4 or 10317.1 or 10317.3 or 10317.2 or 10317.5	NA	[g]	
BAAT2x	3.85544796001117	9.51697914302405	Bile acid synthesis	570.1	NA	[x]	
BACCL	169.445815841719	9.67307419042399	Biotin metabolism	3141.1	NA	[c]	
BACCLm	172.655518865178	9.68772852526563	Biotin metabolism	3141.1	NA	[m]	
BALAtmr	98.3855819726012	5.29836533988379	Transport, mitochondrial		NA	intercompartmental	
BAMPPALDOX	161.107735095068	8.64500044375665	Beta-Alanine metabolism	8854.2 or 501.1 or 216.1 or 224.1 or 8854.3 or 223.1 or 8854.1	NA	[c]	
BDHm	19.0582427917521	9.02742273550763	Nucleotide salvage pathway	622.2 or 622.3 or 622.1	ketolysis	[m]	
BETALDHxm	161.107735096497	8.64500044375658	Glycine, serine, alanine, and threonine metabolism		glycine metabolism, mitochondria	[m]	
BHBt	17.5869529019013	6.65118654271283	Transport, extracellular		NA	intercompartmental	
BHBtm	20.8259534808716	9.55966126852711	Transport, mitochondrial		NA	intercompartmental	
BHMT	107.680128309355	9.398849246653	Glycine, serine, alanine, and threonine metabolism	23743.1 or 635.1	methionine regeneration, cytosol	[c]	
BILDGLCURt	177.728085753491	9.53583539217662	Transport, extracellular	10599.1	NA	intercompartmental	
BILGLCURt	10.1527528724855	8.56817847030995	Transport, extracellular	10599.1 or 28234.1	NA	intercompartmental	
BILGLCURtr	101.001241065844	5.81706728881053	Transport, endoplasmic reticular		NA	intercompartmental	
BILIRUBt2	93.7469145098652	5.02732788460673	Transport, extracellular	10599.1	NA	intercompartmental	
BILIRUBtr	4.70860385495815	8.69107518020633	Transport, endoplasmic reticular		NA	intercompartmental	
BMTer_U	191.987708767683	10.3036833774524	Phosphatidylinositol phosphate metabolism	9488.1	NA	[r]	
BPNT2	174.286501575361	9.53590951541039	Nucleotide interconversion	10380.1	NA	[c]	
BTND1	169.445815841719	9.67307419042399	Biotin metabolism	686.1	NA	[c]	
BTNDm	172.655518865178	9.68772852526563	Biotin metabolism	686.1	NA	[m]	
BTNPL	169.445815841719	9.67307419042399	Biotin metabolism	3141.1	NA	[c]	
BTNPLm	172.655518865178	9.68772852526563	Biotin metabolism	3141.1	NA	[m]	
BTNt2	148.677552449858	9.44442034642025	Transport, extracellular	6566.1	NA	intercompartmental	
C14STRr	189.876119825385	9.67843939640326	Cholesterol metabolism	7108.1	cholesterol synthesis	[r]	
C160CPT1	0.956762423903736	4.74274696987209	Fatty acid oxidation	126129.1 or 1375.3 or 1374.1 or 1375.2 or 1375.1	carnitine shuttle	[c]	
C160CPT2	145.814116905043	9.10146711930102	Fatty acid oxidation	1376.1 or 1374.1	carnitine shuttle	[m]	
C160CRNt	2.13972797916818	5.33761800006026	Fatty acid oxidation	788.1	carnitine shuttle	intercompartmental	
C161CPT1	184.837485165891	9.91961718671004	Fatty acid oxidation	1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2	carnitine shuttle	[c]	
C161CPT12	178.851604330105	9.59809235342923	Fatty acid oxidation	126129.1 or 1375.3 or 1375.1 or 1375.2 or 1374.1 or 1375.4	carnitine shuttle	[c]	
C161CPT22	90.1694320634468	9.59076270704555	Fatty acid oxidation	1376.1	carnitine shuttle	[m]	
C161CRN2t	5.79275928197917	8.52804860146938	Fatty acid oxidation	788.1	carnitine shuttle	intercompartmental	
C161CRNt	12.5079974210339	5.76908508832683	Fatty acid oxidation	788.1	carnitine shuttle	intercompartmental	
C180CPT1	157.353669054184	9.53433324899233	Fatty acid oxidation	1375.4 or 1375.2 or 126129.1 or 1375.1 or 1374.1 or 1375.3	carnitine shuttle	[c]	
C180CPT2	137.898855240503	8.71274616725701	Fatty acid oxidation	1376.1	carnitine shuttle	[m]	
C180CRNt	4.21881702938464	8.3233603706059	Fatty acid oxidation	788.1	carnitine shuttle	intercompartmental	
C181CPT1	2.55163013728835	9.00248148993603	Fatty acid oxidation	126129.1 or 1375.3 or 1374.1 or 1375.2 or 1375.1 or 1375.4	carnitine shuttle	[c]	
C181CPT2	1.28923921770972	5.12861068421002	Fatty acid oxidation	1376.1	carnitine shuttle	[m]	
C181CRNt	8.00647104446087	9.7648672031704	Fatty acid oxidation	788.1	carnitine shuttle	intercompartmental	
C204CPT1	115.336615218244	9.52799362490779	Fatty acid oxidation	1374.1 or 1375.4 or 1375.1 or 1375.3 or 1375.2 or 126129.1	carnitine shuttle	[c]	
C204CPT2	115.336615218268	9.52799362490779	Fatty acid oxidation	1376.1	carnitine shuttle	[m]	
C204CRNt	6.61894672479541	8.47265642057055	Fatty acid oxidation	788.1	carnitine shuttle	intercompartmental	
C226CPT1	116.704773405511	8.58261226604705	Fatty acid oxidation	126129.1 or 1375.3 or 1374.1 or 1375.2 or 1375.1 or 1375.4	carnitine shuttle	[c]	
C226CPT2	130.493692492248	9.59807881307748	Fatty acid oxidation	1376.1	carnitine shuttle	[m]	
C226CRNt	6.31547109784388	8.5710761186081	Fatty acid oxidation		carnitine shuttle	intercompartmental	
C3STDH1Pr	189.876119825385	9.67843939640326	Cholesterol metabolism	50814.1	cholesterol synthesis	[r]	
